a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t
16484.1327958,-20933.8521793,9284.59749301,-12493.0765124,-4250.32410975,1769.90445956,12966.6244073,2454.89801267,900.827269023,-4281.94897161,2150.37548352,1479.49210148,sudden_clarity_clarence,-2007.77391179,-2040.45210425,1635.38360302,1820.86141998,-1152.17863449,895.300678944,-369.566099978,3068.87200814
-17347.713465,-9393.20911143,-1156.44708906,-362.065137581,1008.11766492,1891.19154187,-2892.04242024,3054.28326904,-1915.52773015,-335.391885151,1334.67146847,-934.722667881,minor_mistake_marvin,-1858.99236433,114.132693778,-5563.1678278,2282.45646202,675.920188425,6123.03379524,6436.89736021,-125.607335715
-18699.1831306,-10559.1829163,-8114.20473854,16595.2958408,1471.10822989,-2895.75267075,7041.22283846,-8885.69053006,2152.75935642,1253.28506911,-1765.65940976,1970.93937825,advice_god,-580.335746066,-2154.85226877,764.697332902,99.1684466682,1208.86430538,-1081.68875368,640.6110958,1094.50464849
346.065024498,13164.153192,-6088.54300121,-805.701261995,-7003.40800344,2273.93881717,-3384.29952459,-1742.63119418,-568.09929085,-475.687475756,-2018.45303797,5166.85327939,good_guy_greg,4412.69929717,-2234.50460818,8759.18285783,-4511.34759769,-3516.01949712,812.090612515,3133.21754786,-4498.23107742
27345.3044099,-2061.76567107,-5507.80839365,6500.34966412,9417.53102497,7571.6201374,-8909.57947771,2970.89601947,-1378.78436341,-1652.22260882,-925.185606555,6915.54659753,unpopular_opinion_puffin,-9604.6305209,1546.93956312,6078.52233407,7952.34537331,-474.999194953,-4200.18244494,2599.74516769,600.119314341
-6434.47586181,5120.9335447,25425.8165329,12847.161949,841.4536782,-1733.68542663,-2720.81347082,4899.34946695,2039.88021521,-1152.50885928,3277.51657582,-1164.56321552,socially_awkward_penguin,1686.95319288,-1235.59624628,2134.04222815,473.416291668,514.328438131,-1520.58753606,-175.701632483,-333.498942429
34781.4880596,-5000.39853783,-4832.78472066,8499.56494311,8008.35837576,8740.99929963,-4976.06684623,4826.53889127,-6140.73183335,-3100.70373312,2274.58959569,9620.40376995,unpopular_opinion_puffin,-6857.17368292,3000.50691647,6891.66873164,1843.14316199,-803.159206886,447.398393841,-3664.60087193,1596.7001432
15242.3678242,1880.53186834,-13860.5753898,6335.06898866,-7371.18299687,-16420.2473308,2297.0752534,14509.7525211,1112.02183326,-1456.13678587,83.8878704576,-5656.83462146,paranoid_parrot,-1725.90561034,-1505.91183241,254.726925048,-1421.66716763,3550.22190632,-2998.17867616,3020.26426068,-3037.68716784
493.520734022,-13993.9063276,1484.30760443,-2684.73851543,-4683.26276905,-398.029367783,-7555.58806538,2020.12285936,1146.01430582,4637.98021882,4299.18731812,3980.8118651,evil_toddler,-2382.60991111,-4801.77207125,-4721.19193869,-1038.11133683,-5560.12201088,826.055115261,-1185.38318703,-3457.49282775
20103.8434264,-10564.6912262,1826.02515661,-763.522783364,-2299.83732424,1084.54448939,-3914.82001421,-2954.957058,5973.43543465,11193.8279315,991.813407593,36.7941171306,unpopular_opinion_puffin,-3938.52612304,3244.55706883,-376.832173857,577.283840707,-634.667519353,2804.89897872,-4419.81699608,-6023.5066071
-4882.6763071,3824.73321763,-1390.08888942,-4220.46245418,-2552.08698445,-2848.50371989,-7970.55443762,-5141.40230081,-5161.4040777,-6078.68562899,3740.63196946,745.131300379,sheltered_college_freshman,-495.969642257,-3300.26685619,179.237096741,-4723.32303166,-3915.94662125,-9096.20479461,-1901.30544829,4081.22493394
-2800.11819779,11243.2435901,-8468.60959294,441.397410787,-4923.83432359,15836.0134924,-546.570499375,-501.687651469,16581.4114947,-2635.64830484,1126.84200095,-2933.81716915,business_cat,-411.853788183,3224.22745427,-4710.90935124,-252.375617774,1929.22813216,-2485.09640454,-542.707055194,-2444.71852068
-4642.3084428,8619.06654052,27364.6828709,14131.5296936,2146.8504398,-1291.98756329,-1649.46562568,4870.60386957,2486.07699512,-1702.8059537,1818.90062939,-2404.75601889,socially_awkward_penguin,1392.966096,-940.82760049,2611.30385772,-919.734583233,-264.013183764,-533.512199271,-198.362803558,452.108658116
-18478.0490796,-9134.36921622,-8488.1854197,16513.187967,2801.0850083,-3539.19673121,10464.9655824,-10099.9966004,2188.01169187,1448.13041575,-1727.56858222,929.281178884,advice_god,-1609.97657519,-952.130861878,2251.20792488,-411.961838586,-458.07306044,-813.016987513,59.5063713496,-873.256942228
-14216.5903882,-1462.45923547,-4787.67980741,-4452.32055026,10239.2823414,3464.73298823,3774.26564844,6191.96827237,-2467.19951865,7918.07488872,190.650597248,-4196.07731296,college_liberal,4258.4467996,-9.34460626876,1411.14579184,461.883767371,-2195.64966052,-2575.25217791,-20.5288701506,-1181.99110727
31052.8070339,-3940.58637171,-1744.63420978,2301.61458445,9327.90950004,927.001345414,1652.23910246,-5011.00394793,-2907.11472849,-5755.07345103,-2458.26245615,-3490.97432097,bad_joke_eel,8334.36176601,-2740.47782109,-4424.79267044,-2245.00734187,2104.53377525,845.267079019,1845.33937468,454.631731759
16746.0122648,-18333.0325593,9837.93650046,-12432.2696255,-6263.11205579,-863.644998229,15998.5628308,-758.209944952,3000.72884419,-5452.43340803,3988.0382822,-1683.4734681,sudden_clarity_clarence,103.692964054,-357.115721466,4376.79549669,2736.18847462,-2917.46112114,-1010.74250451,1853.12537768,-2318.67291015
-6195.98036904,-8193.32800147,-1598.36238548,-8335.38982472,213.830815607,-2705.09123596,2793.36121363,2017.67848051,-152.076723189,5001.39204579,-585.900176024,2997.01380397,overly_attached_girlfriend,1977.45616715,3218.01397649,5878.10237695,-4457.90763475,8202.76625585,8107.78250675,1867.99145163,-2787.42069716
-11922.8759388,-6461.0467209,-1832.31243128,-3008.99313522,-1298.4862987,-1653.67007214,49.2312454986,2117.46179963,558.00216451,3518.93625508,-792.833560732,-182.317531959,overly_attached_girlfriend,2349.65560203,4382.39758662,4921.63193415,-1963.27881744,10671.8437939,11404.1788167,-1545.12201987,2597.41962613
25487.5276841,-5398.25479565,-3266.63612311,5278.56237195,10988.2794937,6985.8573998,-5201.80328758,4748.28592475,-5304.99021058,-2851.53130927,2798.49160092,7097.74964521,unpopular_opinion_puffin,-8213.22216803,703.850401572,1618.84574164,5097.74541538,-3548.5512046,-567.717781989,-3281.2220328,-2924.84785528
-4116.48532106,11249.7753717,-2802.3917952,241.309398591,-3023.83658077,1440.56479017,-4724.10511411,-1700.50145421,2660.18004489,-2663.26997302,-6690.32374097,-6675.23951417,confession_bear,-1035.62242488,-1721.37894618,4444.49994178,6971.45496548,-2025.21006662,926.031227327,-284.486736341,-2303.07082858
20446.1253189,-18655.6630372,10188.3707717,-13109.5915945,-8679.08730137,1647.95454883,15841.4877838,-818.019374155,3365.80559545,-6922.02055989,4135.96801985,872.272852206,sudden_clarity_clarence,-1041.2819005,-586.939397659,6245.74575468,3381.01949574,-5104.77833033,-1178.39210893,2385.28554891,-2955.4254441
-4908.85620451,8055.82407097,28200.478878,13104.2945589,2352.39862945,-642.792686802,-629.249225898,5456.00161498,2317.72135103,-2122.08783605,1617.90348763,-2485.47023448,socially_awkward_penguin,1147.10657889,-1957.20042379,2254.74523459,-1958.68094821,288.624135123,-841.834184125,1363.43037153,-1142.17770502
7892.75155463,20540.6221393,2990.14489421,2161.82282169,-7596.75606496,596.245819188,2761.71646417,-7459.94188671,-7872.16559119,4126.13832437,6497.75610617,-1783.63429534,high_expectations_asian_father,-5156.38960698,9155.3558524,-1085.61619292,1663.68478908,-4997.06968458,-1525.65380557,4651.22878857,1021.06730116
530.681141103,11979.2239404,-5541.37108828,-3825.8943486,-4182.79177384,1559.69244287,981.20614666,-507.206101613,-612.528808783,-1981.35898155,-2026.55540442,8628.67072563,good_guy_greg,7177.32786109,-721.270472401,5957.45788403,-8353.33830435,-5192.36125116,5360.26468179,-194.258518592,1223.24313267
-18193.7753619,-11251.6872968,148.133631157,-1121.32699909,8.36714034223,2902.18085589,-2431.99432182,4425.78877125,-2910.68763209,-1319.11748029,1851.26458952,205.573865898,minor_mistake_marvin,-2289.00538335,-1850.52343146,-5297.58925582,2563.34187231,-880.357924488,5210.50738797,6745.5775687,1572.55026473
7442.28574579,18485.5273349,3229.25805894,724.355941036,-6862.03707639,338.790296322,5086.92172674,-6478.85984537,-8612.82203783,3902.62344707,5687.11368869,-4204.18548736,high_expectations_asian_father,-3732.36712736,7873.44925495,-478.305373161,-971.222318297,-4099.63938839,-2973.43020869,8944.49926244,-2980.61584464
22704.6729102,-19379.280722,10454.6331568,-13411.7697746,-5934.9715664,-943.832962884,17136.2634057,-1613.76518291,6034.58350072,-5025.66304533,5445.1483731,-1744.87586498,sudden_clarity_clarence,-347.675830287,670.063139216,4389.25244964,3721.31105339,-3041.39028184,-2538.48248855,-241.202592796,2562.45717565
44.3379502472,-14491.4150011,1683.97103644,-2018.7163147,-5249.96249994,-279.727048224,-8884.84014357,2750.76272846,550.076696457,5572.5099905,3787.77949432,4101.47981257,evil_toddler,-2994.41430517,-5115.32722944,-6048.33781656,-994.742397718,-5805.12598313,1347.79566314,-2501.56765823,-2093.3718037
-1813.29781007,16528.6244354,3328.2527948,-6343.02038917,9950.76607697,-7786.75696434,-247.295999422,-1405.04547081,4370.98748642,1025.5210282,-5805.06691492,5813.61661388,bad_luck_brian,-1440.35882649,1092.67540991,-3774.98896728,3937.35610072,2360.72712827,-1683.75977139,3695.11933596,-2802.30710074
30619.7738771,-3595.01949028,-2137.6280394,4621.76419866,9054.55623372,2593.22238327,-1293.99080765,-4387.98932525,-4282.08439801,-3288.35886223,-296.359157856,-4957.20074528,bad_joke_eel,4906.2661067,-769.421188269,-4222.31381215,75.3785242792,-1438.09268508,-2644.63538573,300.628454389,-240.274198389
-979.46194025,12120.2601195,-364.776429573,-1949.03847784,-3424.64514297,4953.03236996,5580.50064984,259.245051564,-5915.52787756,1161.24502855,2572.93033929,-231.631130713,philosoraptor,-705.932650144,-2546.78705208,1146.13492404,-1640.72289283,5614.47936551,1069.3390522,-4687.74646732,1826.07096164
-3249.7913367,10835.9837557,-7874.39753301,1620.00482439,-4406.65326139,15170.7337403,-1119.4182102,348.64217019,14181.8546096,-2441.22288828,1285.94359021,-1809.95645738,business_cat,-368.017245472,2351.99516649,-5243.2760538,-352.958608943,1268.64652428,-1379.67715807,-1351.43962685,-1373.01497527
-10002.886159,-8234.25094975,8672.41098338,-8267.01035566,-7550.59142597,2211.68180148,962.561250478,4676.69744885,-6159.94813569,289.717971543,4061.10815389,8113.68584078,lazy_college_senior,-1684.28088383,-8111.35790434,-4246.93018291,-2591.71000243,-4146.5204762,198.612132166,915.611611681,7370.37173307
-3376.28534726,12120.6897514,297.124935288,-3327.99588539,-2756.62578524,517.502857379,-288.415271852,-2507.15090709,-543.921363259,-5290.20488749,-8017.97138183,-5150.17985128,confession_bear,162.982973402,-8127.12094773,2466.59499898,6793.10677395,-1230.40935954,-1114.01184879,674.489687003,-60.5620942108
-441.73963741,13523.7619416,-5321.53362172,-3191.87654378,-6276.42358941,-247.625899461,-3409.94114687,-4364.17539908,3315.95305467,2636.64955915,-4267.22650603,4324.86863266,good_guy_greg,2689.96126956,2473.43404182,7052.4613956,-1019.61756037,-2705.54641454,2504.86189081,-2978.1340655,-6583.64872253
-3346.16356368,14049.71594,2852.47763214,-8776.60940397,9942.71110814,-7560.72337001,1932.79522955,-514.8595326,7808.67423841,-238.270610508,-6971.83792184,6130.87132934,bad_luck_brian,40.187080111,3836.46116879,-3131.36708248,2268.25219298,1570.01823646,895.501181629,1588.88753555,-708.98837528
-4815.30766886,4205.2913518,-1422.89537495,-2991.21020215,-2714.1194949,-2531.01066584,-8406.03382046,-4595.89912084,-4425.78114668,-6148.95148258,3097.54521777,673.316497802,sheltered_college_freshman,-1413.965913,-2244.60345071,-293.729982637,-3852.36348528,-4796.81006526,-8886.79658798,-2029.54240601,4535.4125207
-4995.37268905,9557.77593272,-10498.8364462,2355.14699924,-1473.73110284,17138.6692395,4879.76257626,1046.6536012,16102.195779,-5775.77123332,6264.16162398,-102.586395162,business_cat,1689.61519494,3267.94276397,-5403.859317,-1260.44384677,2730.29082013,-1050.56177737,13.8048914639,-1400.1150386
32325.4955722,-6829.18488697,-619.837131051,2061.74230461,7230.16775447,409.258126195,-687.958612048,-4466.30828486,-2408.64606406,-1789.31855363,-2119.58663934,-4621.36426706,bad_joke_eel,4802.16637085,529.82238962,-7574.13166734,-1481.29211928,-1820.62955044,4832.27518688,-5115.09526441,-129.303471114
-2665.56593035,10146.3414701,552.193007542,-3107.24261974,-2813.02929312,5257.87021423,5837.46342384,1078.49399054,-5888.25139949,2284.71728301,3409.22585119,926.20814469,philosoraptor,-1475.91050937,-3154.14198046,-428.958668028,-1384.81962474,5050.79953339,1649.90114552,-6542.03981598,2513.06627933
-19467.2263468,-10889.1268615,-7932.68591513,16679.3789153,1864.6215017,-1647.64681505,9151.63210477,-9322.24245353,1099.44250652,996.239402196,-1710.13315592,3307.23623559,advice_god,-2920.88336316,-2250.7553784,2693.53582617,587.414666738,911.496016456,-1009.4533131,-402.76095152,613.909092493
-8664.68021686,-202.283467229,-2567.92785866,-88.4895958477,-3424.32096084,1452.95426613,-1983.51658196,-834.846047023,-608.459970139,-992.541330769,1697.74839539,-70.1785193257,evil_toddler,170.123698414,-410.788511378,1359.02803766,63.3246173321,-3450.65876753,1049.39723687,988.691941452,-1095.3702197
21198.1694853,-17771.7110098,9739.17453487,-14046.0901428,-4885.02775071,1550.39496729,17034.6238354,10.6603492164,3428.36250067,-5494.96384312,3732.39032229,-848.117975262,sudden_clarity_clarence,-1813.24362081,-34.9649232058,5614.71685878,3311.36934572,-4092.02865503,-2127.97626804,2611.66523058,-3539.89273086
-3070.38444693,10138.9416514,-7835.26945007,493.096476188,-5725.70427937,17175.6231024,237.521359415,1298.94844355,13711.9933518,-4924.11783379,2727.43836431,-2004.98970665,business_cat,720.466825232,342.959422907,-4724.12720086,-398.864495401,3258.37826741,-3138.7056191,2101.25141449,-4328.48629206
-3366.2295209,10343.0032605,-6931.32668342,1029.98223009,-4342.32752056,15906.2503485,224.952422218,1375.45848632,12120.6122649,-2151.64511842,2285.86451276,223.21861321,business_cat,1338.18679113,9.90675506234,-5580.52223762,-1808.93385452,2045.14499029,-1121.04812184,-1480.16290618,38.7990259165
-14702.3049041,-1456.96533998,-4941.42974758,-4275.23291788,10917.2410387,4696.09696055,5194.32482205,7281.51545368,-2366.19496571,9257.85254985,991.214206115,-4638.91218938,college_liberal,4900.00326485,862.537684932,2996.77318053,862.271432944,-4114.58422762,-2453.88369134,-681.785018524,-238.976020861
-8611.15982858,-1633.9153592,-2223.47919873,-343.813989161,-4612.57786755,567.473736157,-5434.14222626,-503.545044514,-14.7584949488,-907.404601187,2619.98683791,1922.61144133,evil_toddler,521.968311328,-1766.30055159,-1654.73182901,-566.820071918,-4546.45009806,272.022033765,2091.53599814,-1282.62527923
-635.891766984,-15441.0707842,1871.34667328,-2420.63339189,-4710.99520621,-453.637545521,-8715.35827671,2994.07607745,549.803388409,4508.76860505,4014.45544302,3622.25678792,evil_toddler,-3558.71352492,-5113.94355352,-5746.51143097,-995.467195714,-7040.00748048,1642.34115922,-2059.88251224,-2142.70226657
27887.6577116,-5772.65691129,-3470.62775018,2197.65352342,7023.51252063,7597.82467478,-1114.80325069,4692.05142082,-5838.93085841,-4263.60410014,2021.88019566,6461.03062695,unpopular_opinion_puffin,-1765.03623479,-6086.93353134,4470.61580384,-1254.26014548,2080.4243818,670.730777386,4100.40358426,-3717.85989847
19331.1544705,-11464.9314398,1961.3025203,-437.77702961,-3110.62431489,765.599067674,-4578.10164312,-2451.41340952,5290.18863021,11158.560989,964.900663418,79.3117607803,unpopular_opinion_puffin,-4899.61440215,3566.31524412,-1034.33498135,954.692150845,-2427.96068795,3011.83988217,-5594.98506456,-5868.0905779
-8888.39145872,-555.949610798,-2511.56065982,-280.628906478,-3987.91541739,1777.32946104,-2369.99411327,-712.565004909,-1456.69575746,-1405.87113974,1516.15599579,-181.384845353,evil_toddler,-53.743356184,-2067.09556295,1728.88825412,346.290850795,-1607.5354802,1067.0866855,1430.62275254,-1449.61585144
35515.0038513,-2641.45592381,-2016.17771918,878.005629867,8677.76032546,1507.15668596,2569.80985245,-5159.252762,-2712.34994904,-4473.92364616,-4047.17710554,-4351.80155851,bad_joke_eel,7657.40222115,-3583.51389851,-2570.80440682,-2153.80008372,2311.78667965,-217.545261618,2466.59405364,-2068.92310174
-18960.8252271,-13069.302003,1782.15143613,-2498.37899666,1506.9361832,1667.84048573,-3120.55042153,326.238567446,-2258.6685899,-2391.8810444,-4645.04541027,-5024.21527867,first_day_on_the_internet_kid,411.402583965,5879.36710003,2040.61105291,-4276.75842818,4634.44878955,1036.49078724,-1218.9632294,-5324.92227521
22361.8690035,-13445.4268779,3201.97972056,-1364.89501057,-6396.97854846,662.817294628,-2487.06263276,-4695.10331809,6882.43802369,4153.3682961,-8542.60733617,-7746.48234065,sudden_clarity_clarence,-7722.35603315,13549.6647862,7169.82793509,11109.9760494,-716.333673319,2597.56234964,-8420.12996594,-1743.33189411
3241.96180814,1159.72078139,254.783716172,506.695566523,-4068.56837872,-1252.52949604,-2819.89709861,-3096.86311789,-358.027501664,-863.466810841,91.5587012255,-2047.66015056,overly_attached_girlfriend,-2045.14999466,8588.51358662,952.249816033,2537.37755,6213.18062396,-2938.26983186,11431.3946736,4777.34499504
-3972.27716174,9987.25542475,-1555.82434846,-1519.61804448,-2625.76322848,2116.4658137,-665.258362021,-287.252690092,-1168.0843439,-5126.12511778,-5499.72008112,-3116.68339347,confession_bear,1285.64361458,-6122.64537176,3647.75600457,4816.6177335,1113.64274562,1631.61922303,1005.25884657,-2081.42649195
32476.6813895,-5301.82488315,-3237.28011054,4925.33754534,9883.75335462,1456.0815694,-818.413629577,-3867.664667,-5252.49079203,-6411.05816224,-2429.25600598,-5582.83333566,bad_joke_eel,6948.45709622,-2467.45598387,-4685.84064434,-2106.04856598,-465.525119898,1449.54115274,1744.9594223,-1775.81149963
-17897.2428372,-11041.4468547,-152.031845818,-1198.61288374,542.704287798,2430.32596943,-1854.00997777,3816.46031381,-2236.20190387,-398.803724575,1889.02577686,109.840253782,minor_mistake_marvin,-2453.14093214,-127.607825141,-6198.15684305,2105.04260071,253.49926517,5922.37539835,6442.43571576,287.155866063
16218.855587,2521.80673706,-13586.0385055,8300.80209618,-6549.55265882,-16103.364641,1752.2733205,14346.9292648,3368.73035882,-1807.94189131,1093.08090066,-4003.65512501,paranoid_parrot,-3845.58481549,4556.63607493,-407.015807638,-268.70590026,-1433.02823159,-1056.02290576,-2275.99459384,4451.85726156
-14636.8398653,-1735.40495107,-5099.05631798,-4406.06233087,11061.288446,4373.27662699,4645.0332153,6653.60500869,-2566.20135552,7806.22159064,619.893854698,-4723.70736466,college_liberal,5336.45300121,-579.214556426,3038.339066,240.750879959,-1840.32356705,-2872.91691081,996.73863957,-392.489845657
-18224.9846458,-9305.86174942,-8857.8259062,17802.9377848,1994.19955528,-3203.57753366,6691.37091466,-9155.66638273,2712.19283635,2710.4656252,-1827.67423313,966.099367599,advice_god,-1759.30624613,-156.121804387,-122.311114761,132.843136341,-761.770640709,-99.046396381,-1752.6500712,313.76917093
-2986.04085047,15596.9221873,3838.45748957,-7655.51948266,9467.54198374,-8850.90268745,1537.5831293,-1327.84485211,6951.07467503,3646.19512194,-5119.84538533,5435.44786685,bad_luck_brian,-1308.47825205,2482.44950171,-3925.76607807,2670.16677205,-142.734465194,-1429.52174369,1446.85004928,-4241.07043377
756.705569434,11308.4435018,-5900.0000312,-3186.66706451,-3475.79909158,1731.5803516,-304.113272311,181.68143854,-2051.11663597,-2801.42645842,-2244.37485765,8489.46263695,good_guy_greg,7541.14544265,-1882.77775962,5578.65567147,-8861.88456153,-4658.98608236,5934.70448135,-320.991758891,1634.44330753
-6002.1094428,10554.0758636,3283.17075486,-8416.79816903,8865.56281458,-6336.90202853,3088.13203476,1255.05485022,5389.3931796,1457.19239647,-5240.56588237,6208.19352626,bad_luck_brian,-1879.01463281,4994.87693571,-1387.86430389,1204.32221784,158.718015911,1669.26758202,-1629.86936506,-2463.49194048
-10153.2592933,-4727.35788522,-1014.3827568,3064.81917438,-9094.12599093,-4491.43393379,-7263.07862365,-2313.93212718,-3971.17696648,-2577.58017286,7952.38001688,6754.36938648,religion_pigeon,15640.1336159,5242.05994746,-725.771891113,11180.1950638,2668.98107525,-4224.13283228,-2124.64857157,16.6081244705
-3205.77178806,10122.682548,-8038.23774142,147.647777855,-4916.57331338,16813.9967225,1243.90478907,1152.76509142,13194.9701606,-5048.61437833,3144.91712007,-1438.89865015,business_cat,1808.90089057,-290.897033741,-4965.77134642,-1719.95642288,4224.54047377,-3480.41277524,2329.62300802,-3808.35388662
22955.8981303,7194.65766984,-4830.02998816,5767.99294749,3181.86247282,-387.76823952,-3193.65961268,1391.92774666,3089.20584705,6245.37836255,727.734331343,3347.02350593,unpopular_opinion_puffin,-1272.49195116,5560.01097408,2839.68304638,-4409.59566908,1725.39342395,-5400.20838519,3339.46736357,10592.5398577
17146.7212892,-22769.0464495,10272.8370574,-10719.0848943,-7439.12170426,788.842336203,10418.4525381,207.972188995,1057.47921037,-6292.32679915,2247.91399807,1354.8631642,sudden_clarity_clarence,-1965.15416198,-2248.66837291,3207.10316571,3028.69615984,-2019.00266582,509.519336367,-95.9528753223,4485.84999017
-10100.2291784,4110.08702001,23686.6662271,10080.8940525,5267.2732278,-6416.73093963,-965.397037816,7491.14090579,6062.31590883,159.420479468,-1259.43491544,5.10951145713,socially_awkward_penguin,-2241.97578323,-482.343219521,-1838.44395387,1912.28963158,1351.94568868,-27.3515702556,-1546.97639059,-2070.20420247
-19590.7797591,-11842.4823631,-8516.35861691,17341.0792245,2059.89823497,-3699.86717853,8111.33637001,-10665.1676184,1864.14299184,1509.3046175,-2209.75133388,1786.48956687,advice_god,-3844.73955592,-2358.40093429,1568.86455638,-300.716495486,9.37162531102,-445.580034858,-949.445681123,-442.011219091
18747.6800312,-19301.602389,8342.11538638,-10389.8314399,-5735.75107269,-641.494607263,14654.2031018,-487.517108001,1341.99633877,-4016.51102769,-24.6933561933,1896.26830142,sudden_clarity_clarence,3261.30288509,867.772045692,671.981629964,-1562.24592152,226.2870162,8613.60911856,-3212.5254059,3661.00585624
-8925.74105907,-3685.65469763,-1171.90990282,3093.15049202,-9756.6415557,-5520.49668051,-7282.28323158,-1796.35452666,-4465.49185543,-619.010037878,8862.72999737,8570.70223628,religion_pigeon,18085.0259412,5639.59517474,-647.852524101,11505.1635547,2952.74066436,-2459.02012681,-2939.95988102,2006.17668838
-6409.71687852,-4199.93845238,-5040.50821127,-7900.51828685,-12089.1853207,-5299.26917517,7140.93092803,5674.49272483,-2569.30826391,-1322.94644982,2510.87746887,5335.69231985,paranoid_parrot,786.229910008,-7664.52291975,-2706.690351,-902.550977684,2348.16640006,-1594.56977185,371.509808384,-5510.73558238
-17734.4616236,-10324.6435572,-477.05837027,-1319.33802008,526.134836644,2595.08396978,-1611.35429522,3966.80490541,-2108.63538916,-21.9560020699,1732.22553265,-712.483760421,minor_mistake_marvin,-1335.90189984,-522.297089256,-5175.62094529,2042.67784386,-259.257997556,5059.4789137,7115.53740589,746.130128451
24385.4888646,-2257.35111653,-3938.622692,3472.28901103,11184.9423362,9516.11672026,-2700.50092972,5248.01171053,-7536.14576941,-6934.81362347,-847.213852401,12128.8890676,unpopular_opinion_puffin,-6555.19080623,-1579.32493331,3889.00720937,4549.54724878,-633.658714923,824.173119943,1542.85121211,2625.88057466
-4613.19627931,5932.93736149,-5238.18118937,-1026.56068965,-7139.08563976,-9391.70463824,1129.88943992,3069.95106968,1147.96908293,2196.66527923,-1959.68014571,3496.63468835,paranoid_parrot,-2956.10313324,-1800.98436384,-3363.24911728,4743.72894118,2161.49478089,-622.296727094,-5427.19107437,-7009.88577214
-9458.22770298,-7548.03970237,1543.79590647,-5421.75230705,-1773.11063645,1694.67559347,-1899.39518025,3298.55993545,-3242.36085366,366.084224732,1647.41706863,3380.4279339,minor_mistake_marvin,-3367.45560495,1437.90538185,-797.391928013,-575.690579889,-2262.27574025,2475.79242175,2107.70871304,-2095.50264155
-11483.3087989,197.146736925,-2674.14812705,-9588.93363115,9403.51708893,-8747.30886714,-6165.7815936,-6194.77231701,2270.03568926,-5932.14944329,10692.6015481,-2952.00786846,sheltered_college_freshman,-2102.14127485,-2146.8593223,3000.39324946,-2197.15206426,1133.02270149,1839.90899985,-600.022735754,2493.24200575
-3860.43691965,10680.107415,-242.935504183,-2173.81915958,-2980.58775828,610.030874938,-3241.65918988,-1008.77043942,-401.98706954,-6913.7937929,-7619.97340248,-5880.13621189,confession_bear,-991.020979889,-7428.29283175,544.812730886,7228.21229222,-4096.49544953,-715.109682721,-249.005735108,2162.712948
-18300.9418235,-12586.5797313,2809.19798027,-4519.46612205,-1378.41670645,1695.32767631,-2589.60300077,1046.33809518,-5790.20865077,-6986.41870018,-7944.86033012,-206.597298877,first_day_on_the_internet_kid,-1767.12746982,6815.56175923,-1018.07523129,-5178.35879009,680.489279502,-6417.207002,-1141.82594922,-2267.01896722
33153.6873328,-3959.69203234,-1727.51523596,3283.85382072,9348.9508762,13.3045433687,2336.08590254,-4859.8287426,-3802.66265567,-6161.11741624,-1068.18181743,-3739.58135973,bad_joke_eel,9314.69512409,-981.096627609,-7859.21716021,-3018.10679637,-930.201051762,3544.86688875,-1739.6595642,1519.84112068
35221.7254276,-2371.04485132,-3462.10131839,5142.6134493,9254.89010347,-280.538093394,-1576.22091459,-6786.85780963,-1511.22454627,-2567.54902159,-3185.47557992,-6534.88105322,bad_joke_eel,7540.04057565,1217.36287809,-3835.77419742,-1654.67899445,782.046826221,1479.34187967,-578.085954578,345.166400119
-17654.6187629,-9887.17050766,-1453.84312912,2256.09585021,-1462.52671779,2288.42723775,-3389.9177489,832.68434034,-953.817355651,-3683.21597773,-1910.70165528,-4088.12337194,minor_mistake_marvin,96.9563059692,43.9760283295,-3372.59225377,4511.4804109,-1239.58141676,6605.2081836,4135.12854105,930.717888328
15183.7630437,-454.937395424,-13307.521937,7394.27280821,-8171.65664622,-16567.1392444,1759.02253429,13840.5847906,3537.35591421,-3761.29528551,1227.7757412,-3394.43579818,paranoid_parrot,-2534.07043039,1139.51578311,623.889775704,-1679.16324907,1295.62399694,-931.940860506,-263.478375685,616.590055323
-2763.70158352,11009.3195178,243.995174728,-1261.28273498,-3677.358302,6555.26963125,3310.29582994,911.024584768,-7319.8890814,1678.54583969,3902.96924348,105.694561391,philosoraptor,-2642.22437991,-6190.27467877,664.202978576,-322.578218891,7735.79882713,-397.340389662,-3889.72119802,932.476036398
7658.41592609,20507.8060839,2496.95530915,1350.2475199,-7571.54641972,1113.05619251,3325.74281907,-7496.91703071,-8353.91139023,3921.93707507,4531.74887449,-4952.96602377,high_expectations_asian_father,-3984.61691423,7492.14232749,-762.357436596,-616.975654995,-2879.37488512,-2525.2240259,8036.75623581,-2730.67524608
-15134.0975316,-6655.84055797,-1391.8831629,-1496.00908999,-984.062329422,-959.27737659,-2750.74318973,2180.52509676,-1381.24998955,1366.34485382,1311.61738525,-1031.21530825,overly_attached_girlfriend,2360.76014655,1810.73302853,5214.35749442,-1441.61665571,9218.72007041,9437.45715298,1502.47182141,3459.55217727
14464.057485,-1149.75897943,-12903.4825286,6739.97264508,-8385.38724868,-15585.8089885,1540.845597,16281.3937083,1601.59661738,-2841.11612742,941.182067987,-1829.13662268,paranoid_parrot,-4962.46513313,2358.54097178,-968.621243845,22.7316574374,-4044.26163837,-641.670995633,-1977.30829508,7792.29837794
