a,b,c,d,e,f,g,h,i,j,k,label
1016.61377579,14601.908135,-7348.9438403,341.843535081,-6773.53274373,1513.78744122,-6004.71885681,-3007.02546872,2625.37987358,736.562299086,-4608.60094719,good_guy_greg
-11325.4050235,1498.59508105,-3407.19498577,-9641.20186152,9480.64396546,-9338.28772982,-7785.59601553,-8243.41600769,4416.41382657,-4461.48077926,10427.598454,sheltered_college_freshman
-2110.51428295,12312.9469769,32212.4858917,14904.3449963,2274.18376034,-2165.18558801,-1704.5519662,6959.79032048,4674.21089832,-571.603080383,57.7821867852,socially_awkward_penguin
-2591.118725,15454.1666243,2436.0409907,-8205.96077951,13153.6774996,-9047.54322971,4811.98089677,567.836730377,5028.78947181,-1300.67143137,-4337.75170102,bad_luck_brian
10010.109184,-1220.0791367,-1303.77392072,4717.01954167,-4628.14336071,-663.233239892,-5422.94510258,-2671.11491611,2768.67829542,1720.69650252,-4335.98799355,lazy_college_senior
-10949.8953334,1296.67805753,-3176.10261025,-9309.26654188,8999.76551054,-8486.5328843,-7533.9141562,-7180.14997344,4104.25371437,-3839.62844815,8894.99790624,sheltered_college_freshman
-10141.7772723,-4656.58395486,-1418.32883117,2899.03371458,-8751.2403063,-4698.82035378,-6394.25034733,-1437.50896299,-4261.23703773,-1902.40240109,8231.14404925,religion_pigeon
-20183.9666335,-12948.0492506,-8333.15501643,17813.3653124,1723.93783893,-2142.00968268,7965.16222795,-8553.57570481,35.0052132641,327.362973435,-813.086278013,advice_god
15543.0546127,-17456.6328063,9285.01513131,-10692.8048039,-3722.20372405,632.685386784,14552.3262954,-1210.83402905,1176.61832461,-4354.85548898,2073.41926913,sudden_clarity_clarence
6902.33656967,21989.5302961,2914.67395939,739.072456077,-4954.86106406,-292.766027322,6030.706779,-7869.36855388,-9931.97117934,4342.55662331,4829.16603065,high_expectations_asian_father
933.960551953,-13977.2183945,1447.04455549,-2695.56844246,-5864.34397455,-887.417118313,-7936.31238181,1554.33109576,1594.57985383,5476.69089686,3656.69768971,evil_toddler
-2808.92708665,11735.0331373,-276.501686448,-1205.43907933,-3329.05477653,6406.32200899,2486.85070758,858.931996748,-7122.806235,2785.75797197,2211.146288,philosoraptor
287.923272652,11804.2909221,-5302.85361813,-2754.42312789,-5490.25328474,1550.22268042,-1180.62357416,-1426.17439982,-1060.73754309,-405.732969628,-1604.97230383,good_guy_greg
-132.976667323,11564.2647367,-10241.775031,4424.73740678,-7709.44160387,-9377.23136299,3690.39652648,4944.25330102,-1069.69332716,-2307.2099285,831.373113365,paranoid_parrot
18429.520585,-19849.969608,9976.98678741,-11880.3308158,-4002.91607622,1069.18911478,13346.8429417,-40.4482509574,2507.33206898,-6502.33667231,3963.60136503,sudden_clarity_clarence
939.990290644,14469.2543476,-6435.29416398,-649.182651954,-7516.4050384,1929.52129244,-4237.44395619,-2517.83919059,2367.64047049,225.677957022,-2885.54718554,good_guy_greg
-4039.80859799,10742.6770639,238.693451469,-2935.44131924,-3858.07786144,267.395563967,-2002.84775514,-1728.29790048,-93.5253660708,-5478.4904303,-7633.40818764,confession_bear
-17951.3540082,-10248.7545395,-1097.8067044,-892.401998087,1097.16029981,3301.2585061,-2366.68143984,4094.17015146,-2987.50435789,-1016.26258803,1086.61783667,minor_mistake_marvin
-11325.5273866,2031.64338566,-3595.30654444,-9309.69758372,9585.93738511,-9497.51988455,-8312.08925749,-8566.36416047,4690.3000008,-2578.00371885,9602.77379652,sheltered_college_freshman
-14772.1553996,-2344.01432383,-4837.44700657,-4752.37951763,10764.330986,4338.857963,4183.58532642,6871.82440293,-2879.20853752,8793.90428886,365.790923048,college_liberal
-10617.5115334,-5153.44432525,-710.527706895,2590.06824046,-9700.38898543,-4103.60067959,-7544.80823673,-1002.89342851,-3668.81495859,-1549.51448499,7825.62114604,religion_pigeon
15613.7158944,-13947.7369042,4272.94872603,-4289.15578918,-8150.75275929,-3041.76757018,-8118.55191929,-6762.61471939,6745.84421503,15763.5613744,-7275.62736567,lazy_college_senior
-1237.22240633,11953.7553501,-8450.89957018,-583.170968898,-6129.86119603,15866.9572945,1944.72177048,606.837373202,15595.0658623,-4764.64741854,5654.00797714,business_cat
-14722.8288201,-1592.69378183,-5141.91047712,-4101.67287801,10849.9581662,4790.98693653,4397.85913296,7210.66271166,-2284.88910316,9602.24868048,447.080748859,college_liberal
-6025.32342745,9217.6926993,-9860.19373385,2385.89983228,-654.328881767,17737.1024796,3044.85461376,2628.08196358,16590.9659034,-4590.89385724,5837.865681,business_cat
-2652.36659149,10849.3365539,-132.27149521,-1189.46024954,-1684.31280693,5733.87866793,4656.74698535,700.387946902,-5312.69958493,651.672328067,4383.02319722,philosoraptor
-9461.23587414,-2984.88975875,-2592.18374976,3268.11265283,-8539.16061137,-4438.45482621,-6890.9996145,-3197.38181316,-3960.44700534,-1733.15590345,7373.19767274,religion_pigeon
13907.9406849,-1682.59954027,-12476.7649854,6481.27390515,-5083.46426846,-12661.9458212,-905.931057294,17087.2825585,-1414.91733994,-2334.24744817,1397.93486519,paranoid_parrot
21891.5007994,-19304.3188974,9461.87347353,-13385.2599207,-7752.04523788,370.148932496,16942.1926892,-1270.28947979,3972.83112755,-5616.6220394,1415.44313003,sudden_clarity_clarence
32267.979065,-3728.47292231,-3216.64211406,4418.35172701,8846.93061476,547.87669071,-1662.79977871,-5346.01747534,-3838.53245364,-5739.28046384,-2069.36230503,bad_joke_eel
-14796.8266202,-2258.62103478,-5123.33169378,-4343.3757524,10835.9549583,5124.65542409,4187.98090305,6960.23710232,-2653.89001505,7368.87980797,1178.00794855,college_liberal
-17834.0551003,-10514.3394171,-609.033213849,2476.18206402,-1940.45195386,2466.529982,-3834.53545459,1447.73766799,-2204.892294,-3698.84726422,-1715.13386736,minor_mistake_marvin
20471.1057356,-898.275440764,2600.52601428,-1384.44729735,1628.78265759,-3785.23324435,3971.4648241,-2063.41731475,-3876.68864306,3205.18943851,1609.31275541,bad_joke_eel
-14612.0930932,-7453.4601231,315.755278722,-107.46635651,-3048.41147437,-1175.69486994,-1706.90207525,940.996922206,152.882265554,-497.985518352,790.500279883,overly_attached_girlfriend
-7734.60802802,4336.55912031,26194.0003209,8954.00437448,2638.64117678,-3054.60135238,803.245007846,6082.17371484,2769.93525149,1303.61113882,643.138580136,socially_awkward_penguin
-2208.94335374,-16241.0958715,10006.611658,-3841.11723365,-8407.87359907,-1475.20333082,8273.12161356,846.951871149,-3187.67978542,-1960.34325535,4186.89139037,overly_attached_girlfriend
26004.5718089,6093.54601772,-4247.34747977,7023.40581251,2940.35950737,-84.2326693883,-1345.02650963,1547.02954301,3470.04785247,4107.38090225,6348.65898002,unpopular_opinion_puffin
6363.30510698,20024.5277918,4391.99673679,-1482.34021243,-7663.59385567,861.451947909,6164.22161009,-7268.55713357,-9366.42770611,3528.61002891,3724.79636633,high_expectations_asian_father
-2620.38183749,15214.3496932,2741.43383063,-8448.25565729,12774.2216256,-8887.08379753,5361.73455611,518.102609132,5791.09566708,-570.234355035,-5137.04642419,bad_luck_brian
-15229.3141179,-2430.99823495,-4347.408957,-3626.02646831,9729.92431815,5004.85532146,3415.82490385,7615.92552862,-3172.97618872,7684.50061548,860.083833467,college_liberal
1356.54120394,10761.1585705,-9261.23695834,4070.9268681,-7760.50201051,-9941.23808514,2275.9459387,4723.07107024,-1718.03386697,-2922.81556524,105.069503185,paranoid_parrot
-19445.8304693,-11916.9964377,-8066.92463519,16430.3522198,1795.12143968,-2678.24126334,8247.18648741,-8677.90850277,716.11691254,1643.8730957,-1337.08002688,advice_god
-4184.24721667,7550.66575128,29706.9489055,13733.6127074,664.54578787,-1054.51712029,-1644.43284302,5440.45410723,2127.22245258,477.520585938,1892.72070752,socially_awkward_penguin
-14994.3717804,-1912.84005968,-4906.26186404,-4652.47074118,10625.8958964,4563.96599099,5401.2151291,6936.69244604,-2237.24053228,8778.92366972,1880.56652163,college_liberal
-4952.49726921,8148.36463035,28872.2549189,13676.7486548,1598.95724703,-850.747684933,-1742.86250669,5526.1789259,3192.53426375,-733.863667163,1423.52879755,socially_awkward_penguin
-9446.03690911,-2929.11897553,-965.875136911,3570.4097508,-9035.51146999,-5224.59340127,-7092.42392714,-1806.837441,-3853.37777787,-382.401645034,7878.30305045,religion_pigeon
28288.415747,-8242.78351368,2159.53606555,-3001.51245051,-2485.15304974,1526.85767053,-1744.57035192,-3362.86600769,2924.23367628,11663.9894899,-64.7101960598,unpopular_opinion_puffin
13858.3261761,1164.12296783,-13315.8006195,5066.54156772,-5532.13200506,-14183.5461835,5308.74831873,15663.3376383,-368.75634014,-2891.0125483,-915.231172148,paranoid_parrot
-10399.0247857,-6776.2295744,190.303943948,-5658.64603795,-2344.13412029,536.648130885,-20.2264571994,3237.09968404,-1486.22459695,5737.39766744,125.828578701,overly_attached_girlfriend
-10564.8845537,5645.85297625,-7878.89564009,1024.00628641,7357.03845123,7412.6573597,-2794.83504132,-23.1768860503,10461.1252863,1434.09588071,-3581.1762346,business_cat
295.959037323,12598.6095622,6828.71226379,-996.616169005,2504.32765877,4506.48003444,3015.92609956,-957.500546473,2478.34360924,-1226.30830414,-1520.05449099,religion_pigeon
5529.89259022,16527.9200704,4291.74012275,-1574.88633892,-5315.39526956,3800.39884041,5495.64336579,-3833.16822747,-11686.4536438,3076.37203818,3296.85392758,high_expectations_asian_father
-19935.1185476,-12694.8556552,-7790.01639332,17338.5980847,1523.53937103,-2268.52765092,7895.50676773,-8984.12321313,1312.8171608,378.75654728,-914.138399221,advice_god
10762.7385459,-530.832517811,-1014.89731387,4763.31179788,-6459.47170657,-979.772404045,-3746.59586879,-3391.26081064,4589.03548896,1596.92706063,-2207.0850462,lazy_college_senior
1192.81928139,14011.3976805,-6518.53923851,-1677.79555605,-5417.51375722,1140.50095535,-1924.18473305,-2328.21046359,-111.101468991,794.109409092,-4300.77044009,good_guy_greg
-17945.2909458,-11109.4256937,-942.766811997,2379.20609986,-2475.30750549,2429.4286564,-3798.52355194,1220.01473877,-1054.83300779,-4507.65523514,-1234.11602133,minor_mistake_marvin
3537.38730018,-11131.607275,657.533102768,-3272.23862594,-4221.42058778,230.043062059,-7103.65777616,1643.17309348,2513.95933556,6220.4224903,4319.26463002,evil_toddler
1531.83023867,8409.52397173,-8863.78204254,3968.70717204,-8737.19495333,-9932.76829106,3062.64714268,6039.67645925,-2809.50536767,-2483.35145703,1030.95794455,paranoid_parrot
-11350.3658598,1158.49140731,-2380.973734,-8072.42224125,8845.57095441,-9477.42548208,-7541.0961753,-7988.03289217,5499.4620186,-3953.68531448,8681.29422733,sheltered_college_freshman
31367.7395749,-4758.47080049,-3586.79956589,6391.51910784,10369.0263289,7160.57136989,-4731.05924046,2625.73446114,-7448.52941115,-1347.65211774,3468.23783309,unpopular_opinion_puffin
34001.7326599,-4913.07783186,-2890.06638632,4738.01794769,9615.18926456,564.911425711,-607.566392016,-4250.5871592,-3048.05075695,-4977.25662655,-3213.88736003,bad_joke_eel
-3974.38858654,11215.521117,732.813116566,-3654.34072699,-2286.71761127,530.60543329,-236.315040844,-1222.19160105,-1643.42213685,-4271.01371126,-7453.2580525,confession_bear
-49.3925022511,12794.9663571,-6521.88630684,773.250833383,-6481.86823864,1516.02900493,-7534.63099752,-2181.79974559,753.048304077,-986.178379067,-3614.37302142,good_guy_greg
33742.8036608,-4101.28370494,-2718.8446152,4671.65538076,9354.84296009,635.373193102,-1315.72034644,-6013.35263695,-2423.63027365,-4657.28224259,-221.600885668,bad_joke_eel
-18695.1000071,-13829.8693542,3132.31407094,-4982.92755222,-1903.97134508,2364.54297291,-3171.11106655,2017.22041944,-6001.76704256,-7778.80213012,-7741.11556015,first_day_on_the_internet_kid
21759.3330678,-17137.9500283,9068.69274852,-7734.98890983,-4518.92103006,-1059.48448254,10851.7112802,-453.815382444,-65.0761662702,846.288075771,1308.34481102,sudden_clarity_clarence
16717.999707,3865.84257259,-7154.76490736,2302.72556552,-4236.14586244,-1698.38507794,-8249.8632124,2344.74864192,2852.57732499,1262.48904739,-2453.04543147,good_guy_greg
-3358.02617134,12935.5958032,-553.000991973,-2139.71078158,-4060.3138505,1025.04594062,-4237.66556287,-2203.22728883,2603.95353459,-3327.4506029,-9866.07372845,confession_bear
-4942.11789254,7777.13842218,29238.8534894,14095.4023299,1851.00610503,-1514.98331262,-2927.5613269,4923.66339175,3592.18974781,-1612.08041821,3264.58157865,socially_awkward_penguin
5677.29101394,19659.0158108,3460.82375458,394.625467528,-6151.15918468,1099.14711437,6058.78647492,-6184.72331993,-8535.49921101,3030.27652006,6917.11620308,high_expectations_asian_father
-17751.2647477,-9703.26762159,-1120.02868627,-786.097536049,362.084678996,2817.74708736,-3069.60632019,3073.62948578,-1716.15178079,9.55720986051,1307.70746023,minor_mistake_marvin
-12276.1654673,-5854.05474507,-4902.87569939,2939.15183715,-1351.51265283,1752.85051301,27.4361792084,1895.32404767,605.060392876,3111.13220639,-1183.94336177,overly_attached_girlfriend
-14683.4836163,-1750.4954327,-5102.91710392,-4680.90606435,10673.2180238,4805.20902635,4460.26276208,6976.0650198,-1679.47111911,9166.07439465,493.375420365,college_liberal
-10172.8955189,-4175.04534238,-1925.20133352,2687.38258856,-8486.91251545,-4320.60007163,-7085.60402649,-2067.97531239,-5540.95153275,-1467.16006065,7733.76806756,religion_pigeon
-20334.7158289,-15069.8101846,2351.89603203,-1945.42774056,678.851710306,2666.36061698,-5148.99730822,1405.88259926,-3350.32168146,-3768.4794718,-1908.62051099,first_day_on_the_internet_kid
710.408228007,13868.6337016,-6791.32277951,-1385.41688523,-4877.14714004,710.27532364,-4807.57391223,-2389.87495299,1104.09039478,1534.78440792,-5241.17478869,good_guy_greg
-1818.06598991,13282.1613359,-828.403020872,-822.29470872,-3049.42827118,5599.03131709,2849.40968505,48.9852022868,-5753.95530265,3908.35530108,1310.04683349,philosoraptor
16578.5829129,-12623.3089354,4467.15874995,-4696.69453309,-8535.28729579,-2803.29251562,-7495.57132541,-6791.75818643,5777.00377195,16629.5275776,-6977.29718565,lazy_college_senior
-9611.56678593,-8486.48897318,2526.15339421,-8674.60167888,-2290.03164632,1632.51909435,2198.45271388,3163.89446817,-3233.47786065,-941.114254377,1522.25939646,minor_mistake_marvin
-19603.1377809,-11722.4080323,-8965.70627414,18148.1152032,1798.8122483,-3156.96034384,8711.50090898,-10429.4532411,2050.14834527,2316.08973202,-2645.33213672,advice_god
35102.7407686,-8277.33330468,7578.76165322,-8179.79410397,-1031.91172922,-5132.02861777,-279.089778397,-6517.91872608,-2424.55727807,9635.00295657,-2658.91385594,sudden_clarity_clarence
-17525.8565792,-9687.72444382,-1239.25208771,2017.27538022,-1218.81435296,1751.95973203,-2652.28553799,1159.68300974,-710.377087426,-3033.92821431,-1636.46528448,minor_mistake_marvin
-2721.63087591,10168.7395844,-7736.28424806,-1414.09575365,-5344.98428604,16796.3217363,4075.98523781,1432.11820025,14739.5194115,-4585.94111148,2029.83594751,business_cat
-2538.7945675,10337.1379193,147.827593449,-2589.74821938,-3667.74374103,6391.71502045,4272.67589656,1554.4189805,-6726.64676297,-415.205786034,2371.53037766,philosoraptor
-792.472307099,10288.9055498,-6815.54430583,5334.71680932,-5255.70047368,15060.0860339,-347.601283201,444.881080588,12162.0342776,-6149.34171718,7168.44281868,business_cat
-2450.43338992,11264.5478395,284.576026729,-1590.8565833,-3538.91627771,5307.50387739,3802.56522131,487.082922631,-5480.24476396,2721.11607574,3763.19369922,philosoraptor
-18168.8442328,-12423.1409594,2715.32600358,-4281.51754412,-880.031706923,1955.04261682,-2378.58485477,1410.36521839,-5759.64674803,-6024.33742914,-7851.4081422,first_day_on_the_internet_kid
29916.6651571,-5786.3806356,-4267.43672502,3559.83510574,8769.71896991,5122.9317475,-4707.40131014,4053.94588439,-3579.02053146,967.753731927,-815.547050957,unpopular_opinion_puffin
-2078.4798063,12741.8552805,-576.025883081,-964.848401857,-3633.45782757,5765.23950403,3087.0948329,105.710370245,-5840.06499913,3042.29401645,2140.3050058,philosoraptor
10.844325695,13532.6507655,-6160.61206714,-1434.03800553,-4932.36096473,1956.48371239,-2505.7540601,-1187.1756702,-1740.77114463,-2241.63951945,-3413.4456372,good_guy_greg
-11366.0970589,1241.0015767,-2596.43323075,-8475.03896463,9198.76285618,-9568.25894361,-7748.30878312,-7979.12436871,5292.46639607,-3753.60521615,9452.15798041,sheltered_college_freshman
3293.68313825,-9956.7670291,-2077.00908331,2155.68930085,-3158.40272192,-884.175406708,-12071.1228323,706.075760937,2226.29003992,4353.59293251,1320.39737793,evil_toddler
701.918840423,12212.460608,-10448.0771877,4635.27874483,-7577.27009744,-10683.8453486,3471.04640267,4549.13156791,394.788464466,-2922.30235795,1813.77625832,paranoid_parrot
-14700.3914212,-1158.63840142,-5237.51850113,-3907.21408034,11047.1409241,4617.14577536,4474.18803323,6875.69245917,-1331.55263762,10515.0875805,224.957240177,college_liberal
-7573.11053314,3638.03411067,19911.5206704,18507.4693059,373.305642614,-948.584796664,-4601.81242067,308.892403377,2684.85485139,-1315.04610528,2184.02678122,socially_awkward_penguin
23676.9126291,4969.96242358,-5302.86706353,6695.07772652,3245.4991039,502.405213277,-2959.97674301,2954.22224373,2059.6338081,3420.60934822,1680.40400014,unpopular_opinion_puffin
-2154.89521094,12361.4002072,-310.62821646,-1752.48972113,-3268.20990297,6125.70426722,4159.21791024,581.990315063,-6424.44050894,2278.65899034,1957.28972157,philosoraptor
-14678.3052682,-1662.62457082,-5244.50203888,-4953.68614832,11022.6022334,4492.8612058,6169.48311005,7171.7203846,-1881.79349059,9196.37398621,1289.6353932,college_liberal
22362.4394116,-19591.9878824,9794.72105167,-13879.1060442,-7028.87225389,-852.378598351,15456.7770226,-1758.90072643,4062.65268306,-5737.95419315,1546.49734713,sudden_clarity_clarence
-14967.2839616,-1858.74966589,-5029.3277071,-4223.70463608,10411.2372035,4897.64732974,4531.87396043,6931.96045357,-1807.25659025,9897.17766847,1484.70087496,college_liberal
-18870.9838218,-10992.3151308,-8136.96900326,17448.5265198,1697.7969632,-2285.29168876,7320.02724935,-9638.81175627,1558.66615108,423.351091095,-2038.35777988,advice_god
-4547.31491487,8384.14818134,27740.5573544,13134.3288159,1915.89611411,-794.77864649,-1698.29334607,4771.37551133,2383.93192588,-2338.39061011,1426.06253794,socially_awkward_penguin
-11251.547684,2154.07971488,-3445.67276979,-9174.4147136,9288.15062683,-9367.70745629,-8109.15805008,-8299.90961062,4618.00505661,-2317.3068256,9125.40874779,sheltered_college_freshman
32537.3353813,-3392.95292505,-2810.09265965,5372.69160907,8548.64423632,1901.6921145,-3313.61238886,-4949.9769407,-1589.49689855,130.776638377,-1456.85870897,bad_joke_eel
-1499.71239639,14202.7520274,4915.22865718,-9431.02225015,9558.20925128,-9036.61198744,5790.73801038,207.668399073,4246.68374251,-814.526597879,-4520.63059262,bad_luck_brian
-18635.2854382,-11287.3266182,-7127.51862374,16441.7338425,970.017000711,-1903.4237148,8491.91801311,-7760.88688959,1603.14340909,-111.985973975,85.238105436,advice_god
-18044.4122875,-11355.558158,504.535746403,-2415.18347922,589.807456907,3888.00601823,-2730.02224795,3973.51230666,-2320.33019582,-788.357524767,-10.2875156277,minor_mistake_marvin
1011.93379764,-14096.5527652,1830.98788948,-1849.2089723,-5343.74566836,-858.710483607,-8170.36901897,2268.92375975,573.082499468,6435.64739521,3382.18310225,evil_toddler
27585.574978,-13989.4386079,2413.54900601,-2185.90402837,-5843.07210995,277.2923901,-756.441937914,-5566.58785895,6813.26329371,3955.94642087,-8141.61659983,sudden_clarity_clarence
15586.3182079,408.905137934,-14395.8716416,6018.04595514,-5827.12579807,-16540.2053664,3733.70463344,16396.9431406,-544.51233465,-3048.38073306,-184.427198903,paranoid_parrot
12917.9541504,-16143.9518607,4452.80126471,-2710.67656317,-6242.01401735,-691.743023991,-11320.8183593,-3796.43246886,2575.02126536,16064.268145,-4122.14485405,lazy_college_senior
-3997.54207847,12833.3696721,3699.39045281,-9283.78898,11707.269504,-7662.42702533,4289.18085067,725.00787252,4508.47201902,870.543909213,-5123.34014457,bad_luck_brian
-4547.22326422,8996.89996142,230.517732824,-1894.8047274,-2221.40530179,5563.77143746,1457.02006365,1296.60029917,-5474.25012105,3785.12347107,1447.69869043,philosoraptor
-6767.65830496,7074.2025446,941.909792812,-5473.3378497,-924.38438455,-903.490808465,-1315.13716926,-1653.04730321,3204.85780245,-1075.08320233,-7666.0592028,confession_bear
-20982.7831728,-18787.3262615,3240.27455255,5205.64981675,200.86268002,2521.68810736,375.097538815,3560.12372285,-352.098348868,-4293.00526571,2836.6197324,overly_attached_girlfriend
14180.8848284,-120.894893031,-12462.6583966,6513.25530342,-6087.83012016,-15469.638863,1711.10794473,14709.656539,3718.40973891,-2445.11184741,1495.67329794,paranoid_parrot
-3027.25897749,10360.9550271,482.171169733,-2340.88213582,-3850.4690261,6460.32951538,3104.09152172,1750.84821602,-6930.0504777,3122.08121856,1457.70265822,philosoraptor
22614.5119517,-18826.2007448,10166.2812943,-13131.9821017,-7802.20035474,-2448.19555309,14860.3096835,-1099.53833548,3091.34820866,-5216.737354,2988.45178024,sudden_clarity_clarence
-973.252880658,12202.8274472,4443.21490891,-1341.61307865,-3297.35681887,-1893.33577768,1043.64693758,-5193.2241902,-6213.06826446,2907.21341744,2757.18003555,high_expectations_asian_father
10626.1518012,-4567.97362824,25723.5948538,11808.2166502,9284.06160479,6744.28876708,-2964.06073771,-1537.304507,2763.71089361,-44.4312769395,-919.790390319,socially_awkward_penguin
35694.9014522,-2767.60604764,-3149.65514041,4756.00043914,8602.43874534,-1058.91344438,-994.367964666,-6721.78465818,-1728.84738021,-3401.58594867,-1122.60808014,bad_joke_eel
-3884.98476957,14424.4989385,2714.51493899,-7374.82320703,10032.747806,-6375.89392771,266.261535915,-1023.68893733,6138.22899635,300.718776451,-4936.37643331,bad_luck_brian
-12274.4253916,-233.210421145,-2291.05787214,-9528.69712394,8512.34948561,-6883.90732948,-6881.91682308,-5418.71088161,1873.81100658,-5649.10663124,9968.10659312,sheltered_college_freshman
-18803.6799726,-13272.701458,2943.0007563,-4681.89859069,-2275.88418944,2781.94606244,-3143.03923751,1715.86404896,-6124.44961397,-7500.24423639,-7660.74892317,first_day_on_the_internet_kid
-7113.52589527,5261.59852086,25781.373195,9487.02414418,2765.9442205,-2569.25408432,300.686529271,4764.59641874,3822.92185816,2159.81342165,-317.732342105,socially_awkward_penguin
-19216.5667935,-11253.7644266,-7961.49361771,16084.4984497,1527.73456585,-1987.32539426,7474.2191778,-7651.09644648,757.748592394,1724.14295868,-1384.95239968,advice_god
31846.7807064,-9097.09219533,-1656.79087175,4493.11706227,7116.32661481,3059.72883429,-1527.05565118,-2654.1951659,-4573.90601939,-5904.99943713,2162.75810499,bad_joke_eel
-11685.6248244,837.269409716,-2574.01582513,-8635.37514589,8715.02244708,-9157.71333615,-7925.89785068,-7550.5027678,3906.60955592,-4649.3835344,9603.71382866,sheltered_college_freshman
-11348.0524506,1408.56001841,-3087.20346732,-9013.17916117,9241.35132932,-9107.93675048,-7978.65881811,-8017.63213156,4125.2482424,-4114.63791609,10128.80012,sheltered_college_freshman
15680.299082,666.626738387,-13344.5858296,7314.48416445,-7854.64824118,-16529.2291078,1068.13834771,15680.9482942,4009.12185231,-1894.55410366,548.615824741,paranoid_parrot
560.888043358,13669.6548412,-6470.51442893,-970.797089618,-6327.40163169,2743.53375683,-5100.39310073,-1166.06189096,830.04944019,304.997227206,-4920.29037148,good_guy_greg
260.963501897,11731.5576118,-6085.51730622,-1708.75635044,-3599.96477402,2358.47387184,-2227.43536023,333.758115034,-3122.38304802,-2546.50180603,-2855.53641762,good_guy_greg
-3922.03192458,10765.6198081,624.378797743,-2810.20244583,-3392.41444406,220.709092177,-2356.52871465,-1559.92808341,524.397816842,-4238.1851488,-8467.01722265,confession_bear
-4787.31941978,4154.98283375,-939.272110198,-4581.31248004,-2513.5551432,-3608.10312152,-6652.13449241,-5833.45051671,-4758.21325542,-6472.08785278,4245.2830648,sheltered_college_freshman
-4174.44356075,8164.57483566,29537.5555341,14804.1946209,1277.49393166,-1450.33637203,-2615.7373864,5463.26724615,2327.95614881,537.621239048,1728.64264117,socially_awkward_penguin
-15228.5561993,-3371.11597368,-3883.27445937,-4484.85228184,9757.25431161,4677.8062371,4595.61115403,7460.99793215,-2982.04761213,8217.89435799,2277.11268805,college_liberal
-2613.53422005,11858.042784,27123.4684538,13401.8406319,2313.49201013,-1768.62737075,-1374.53221378,4155.10370115,6090.13417601,508.342384986,-845.189225088,socially_awkward_penguin
-3334.6747615,14315.8453736,3562.6158093,-8443.76517996,11285.4716959,-9346.9722879,3955.01998857,822.992514303,4283.14858973,-194.801469236,-4001.11727359,bad_luck_brian
-173.634389653,-14905.0492658,1490.48499666,-2299.84308779,-6056.14623282,-281.801388596,-8971.75400865,2619.29751249,1131.74389482,4890.50051294,4174.59988018,evil_toddler
531.493842502,12339.429598,-6039.32927508,-1108.81286188,-4500.65358195,2275.24814878,-1965.15922686,-75.9748344786,-3254.10144512,-3145.39933712,-3163.58771394,good_guy_greg
-4546.41757344,7607.98970677,27205.7426502,11894.6839149,2315.62414343,-308.329352596,-449.862655208,5330.80070623,2839.64060437,-2514.19333506,1905.43003916,socially_awkward_penguin
32998.3170404,-3918.7521198,-5721.49143326,6249.17905457,9621.84356112,5505.81218338,-3586.3660293,3921.28225455,-1340.39365744,-3161.06634038,2824.3543797,unpopular_opinion_puffin
-18907.7101148,-10158.1977878,-8806.9384311,16997.3998712,2465.98504481,-3731.13010183,9811.77780444,-10062.3492382,1301.58507285,2680.23649174,-1709.32735103,advice_god
1012.93400178,11054.1805028,-10048.3348162,2961.41390678,-6461.08119291,-10659.3298097,7186.98964675,5711.87632907,-378.967140948,-4007.84514565,1335.00269743,paranoid_parrot
-18011.3398291,-11357.7738712,-1280.41830244,1933.253661,-1851.95622193,2970.13121789,-4432.21787589,1722.77858521,-1469.7499564,-4227.17100257,-2018.10433042,minor_mistake_marvin
-18757.1479873,-13544.5302466,3083.57794093,-4557.75317742,-1901.80032815,2600.69927985,-3424.58633954,2002.5021718,-6843.21743285,-6940.60822091,-7390.9220235,first_day_on_the_internet_kid
15903.4124022,1544.21006698,-13987.6920114,5473.13040857,-6068.39964253,-16111.8845715,2428.78399719,13118.8783792,1623.44905684,160.158783208,-990.919615145,paranoid_parrot
-5097.58559057,7897.27474024,29669.4200446,14175.5726101,1246.76524484,-1312.93112832,-1827.21561708,5914.86977475,3716.37289218,-1194.8345063,2925.80025994,socially_awkward_penguin
898.229809702,-13629.0489471,1196.95694967,-2701.54726548,-5930.81502004,-806.485091484,-8170.58329078,1431.65190847,2146.26188307,5334.73822227,3242.20650594,evil_toddler
-18222.5144585,-12330.0332709,2609.75383685,-4252.81171614,-979.890233419,1781.43042922,-3087.94209952,745.918796998,-5897.37455779,-6747.82919237,-7855.38216529,first_day_on_the_internet_kid
1438.11111595,16895.5070143,-7641.88346013,-1022.98315095,-6368.36658668,903.659137521,-4139.9374566,-4472.67821136,4039.11113258,1185.81664174,-5738.19879402,good_guy_greg
-2930.53823606,8344.09010332,-5940.47695037,-356.18249532,-5013.36679588,15308.4073052,4451.52034684,2904.74192496,11330.4398418,-6055.53038849,3102.24559924,business_cat
-17880.5762783,-11607.3618653,2292.53966588,-3745.39210284,-349.273243593,1602.22437609,-3071.26177425,1281.74437649,-6151.82476245,-6188.29643349,-7475.64414796,first_day_on_the_internet_kid
-4510.85261598,7852.645059,2020.42020961,-2745.86913466,-4956.90663196,-532.247264353,-985.538337222,-1858.82681821,-1761.78472562,-4163.77168374,-6679.83433735,confession_bear
