a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q
44.3294141054,-14491.5173168,1683.62534319,-2017.74648934,-5252.47593224,-277.202797687,-8868.94388374,2704.20764695,545.5685158,5497.37470004,3871.56170262,4110.50183128,evil_toddler,-3194.28440967,-4773.14738888,-5889.50773578,-1039.44892241,-5712.23792135
-1813.28803913,16528.5659038,3328.23298854,-6343.03439724,9949.56213985,-7788.74134271,-237.559481001,-1397.99128343,4366.15678133,1019.62812336,-5854.4900487,5809.22082366,bad_luck_brian,-1155.00817689,1043.82194891,-3686.72923664,3977.08552528,2699.01876756
30619.775073,-3595.14480998,-2137.43332291,4627.31442491,9052.52051816,2600.3348465,-1253.36918258,-4425.09213921,-4288.27811399,-3325.06690126,-246.929024862,-4975.36500909,bad_joke_eel,4859.82196854,-646.037426527,-4317.06392932,-291.339841543,-143.106101372
-979.467675206,12120.2962708,-364.56791661,-1948.15499268,-3424.467075,4955.97412687,5577.61456695,262.097671127,-5910.39588117,1162.49961624,2442.18698333,-200.105082688,philosoraptor,-628.988541008,-2715.6696333,972.482459704,-1856.40305469,4508.40020189
-3249.79251876,10835.9531594,-7874.97492826,1619.4146298,-4408.57217283,15170.4106051,-1111.6768162,337.374507193,14181.649002,-2461.06120167,1397.57216107,-1807.18596905,business_cat,-492.216993714,2516.35719186,-5026.92682515,-347.285463918,1800.27131342
-10002.8797781,-8234.25998516,8672.29376693,-8267.68781871,-7550.42313782,2206.94965557,950.820467533,4657.22384627,-6162.6656599,335.727159524,4129.20207695,8078.18949773,lazy_college_senior,-1963.38118798,-7852.26114984,-4392.41352408,-2482.49688181,-3480.91260725
-3376.28485289,12120.6733996,297.017398544,-3328.13126381,-2755.22783705,513.570226232,-301.559811333,-2520.01454886,-564.739973079,-5303.98685635,-7985.94342966,-5210.73383552,confession_bear,181.051777422,-8181.86820314,2302.26638267,6797.70048227,-1004.00561989
-441.737168182,13523.7277598,-5321.78442276,-3192.3460755,-6277.00753765,-255.328776035,-3424.5219484,-4319.69749174,3333.935478,2658.11253456,-4364.11627448,4260.65544095,good_guy_greg,3039.33971356,2202.4480559,7070.78866117,-877.846086493,-4442.07127873
-3346.16486357,14049.7392063,2852.62746271,-8775.1989832,9946.95435047,-7557.32738339,1940.64445299,-530.685219012,7795.16454433,-256.187806276,-7013.32824583,6161.26373174,bad_luck_brian,303.479706833,3784.08077338,-3056.20044042,2133.06533012,1465.70218917
-4815.3175807,4205.22781973,-1423.76094636,-2992.3007031,-2713.45784821,-2527.82644586,-8392.55741711,-4570.18576761,-4424.10521722,-6129.01839746,3356.06982953,769.112202939,sheltered_college_freshman,-1682.76383313,-1877.00303183,436.154874184,-3768.419209,-1191.70874419
-4995.37909381,9557.79658331,-10498.8656585,2353.01930121,-1477.7731669,17133.7673612,4845.36423179,1085.85898146,16112.1645979,-5736.13513737,6249.86329876,-148.041146445,business_cat,1553.65108981,3308.25432041,-5575.22047755,-1129.86407882,2144.11449089
32325.482009,-6829.22948144,-620.193091707,2061.83594542,7231.51613288,411.422666202,-698.385474988,-4477.36002779,-2407.25992819,-1780.07575631,-2108.12855479,-4667.47691812,bad_joke_eel,4785.64129849,454.908984464,-7534.36821186,-1535.72774009,-3662.53844684
-2665.57520452,10146.3405451,552.471955214,-3105.86323596,-2812.28858043,5260.33015059,5835.63719675,1076.62992688,-5877.86761624,2302.11431579,3238.21815743,962.83939,philosoraptor,-1432.99764033,-3278.36307914,-590.488597421,-1540.23532066,3870.79114375
-19467.226654,-10889.1609178,-7932.72039439,16680.9078009,1864.3338507,-1647.13287822,9157.48970188,-9339.76697721,1096.85584879,980.37804796,-1803.37913078,3324.44017179,advice_god,-2822.57503547,-2266.90334261,2684.30227776,426.637639617,1130.78908883
-8664.66951138,-202.286633079,-2567.88261722,-88.0929838595,-3421.0903231,1454.10960228,-1967.31860394,-854.920154472,-625.741582058,-992.99279854,1792.60818862,-65.861303465,evil_toddler,27.1304900486,-274.999508746,1418.01734307,180.816416208,-2738.23774274
21198.1748799,-17771.6526383,9739.07486449,-14047.4557837,-4885.75613034,1550.97306124,17024.8648749,25.2932858964,3424.49813328,-5467.09243727,3770.82425268,-804.624301138,sudden_clarity_clarence,-1981.2096564,16.258923655,5670.61819842,3391.313794,-3140.83058771
-3070.38612309,10138.9103644,-7835.13395567,492.854173362,-5725.12403145,17175.9907914,226.707455757,1311.38160759,13714.2397075,-4895.35524246,2687.50770434,-2023.52332871,business_cat,630.685786654,379.934931793,-4785.56752828,-462.525487727,4119.51013082
-3366.23113995,10343.0014907,-6931.81803097,1029.46194354,-4344.43256218,15906.2731538,227.207209648,1367.97689653,12121.8840103,-2159.75089362,2412.82353393,221.99797088,business_cat,1201.70657174,149.899991619,-5482.80953485,-1884.10629012,2418.08484231
-14702.3064409,-1456.95078481,-4941.39054801,-4274.73782894,10919.2133147,4698.59030643,5201.73021808,7252.33649839,-2364.47309754,9238.58376361,1083.46486471,-4681.45833977,college_liberal,4797.04412897,870.704385341,3030.187697,807.268887227,-2872.40587797
-8611.15840885,-1633.9410394,-2223.68603758,-342.730109656,-4610.67804816,569.941306775,-5412.08458051,-519.423814804,-16.2220374115,-933.149961307,2774.27651474,1945.93343646,evil_toddler,362.50459523,-1573.96583989,-1435.1630981,-501.168658561,-3756.42307852
-635.896627548,-15441.1062989,1871.19824749,-2421.64656639,-4711.74592898,-450.260556395,-8713.18320988,2952.02813093,538.044068578,4453.20377154,4120.40674532,3635.97935368,evil_toddler,-3807.45583167,-4783.13210496,-5668.6314101,-931.117388805,-6847.84065123
27887.643351,-5772.60065719,-3470.63269141,2198.08823659,7026.02157562,7601.53744728,-1121.51968042,4680.71830487,-5827.56549663,-4231.77214665,2026.68477062,6573.74667316,unpopular_opinion_puffin,-1994.29181575,-6050.15842105,4437.26952265,-1416.97559807,2396.58872263
19331.146845,-11464.7434,1962.09644598,-439.405449188,-3102.80859107,769.547778432,-4604.13651065,-2447.591097,5273.01106964,11233.4598019,789.084495638,174.519024726,unpopular_opinion_puffin,-4898.15322844,3497.89070052,-899.348648007,1242.83017941,-3345.26539822
-8888.38334735,-555.972753832,-2511.27261562,-279.0478967,-3983.18492996,1779.59085381,-2351.86648552,-738.04489915,-1471.50738451,-1404.38440149,1546.33478255,-167.616253751,evil_toddler,-172.538962384,-1971.32460321,1735.78455475,374.611813586,-968.927192232
35514.9995567,-2641.44963443,-2016.65157617,876.646852127,8674.08047512,1510.42544657,2588.40189657,-5200.06653516,-2693.24966586,-4568.65012678,-3667.52288831,-4445.67783955,bad_joke_eel,7463.16748057,-3398.92219448,-2419.6288261,-2228.43671567,2503.04157395
-18960.8126517,-13069.4190227,1781.45232839,-2497.84905191,1509.57922512,1671.28123276,-3086.09393399,331.213854695,-2292.07599794,-2353.98769759,-4462.41034211,-5069.76635098,first_day_on_the_internet_kid,217.200051373,6030.02320546,2235.27338991,-4353.491748,5236.14371146
22361.8557451,-13445.3208827,3202.32682731,-1361.35447209,-6399.98507854,674.433263444,-2446.72091764,-4764.12642976,6927.18128732,4068.47392695,-8620.3837078,-7486.8745399,sudden_clarity_clarence,-7649.49290089,13763.3731933,7546.25355191,10774.3168161,-829.571667691
3241.97379296,1159.76626193,254.798486476,507.719230493,-4069.05997686,-1255.74170584,-2810.72727192,-3079.41929499,-334.891422906,-835.831065996,-88.8948795069,-2006.87968843,overly_attached_girlfriend,-1657.38869946,8402.75926648,985.141377525,2593.06079462,6230.71589579
-3972.28051551,9987.25782894,-1555.61237836,-1519.68250179,-2624.23025322,2123.32263105,-672.09921729,-316.973828244,-1174.89319675,-5142.59748514,-5540.86693872,-3134.49127483,confession_bear,1229.59461578,-6223.7138531,3416.90030916,4544.98025703,912.80906949
32476.6796442,-5301.83713569,-3237.85755191,4922.33099128,9880.16990011,1453.92180566,-827.168230526,-3869.51633652,-5243.49678535,-6459.13047957,-2220.46310405,-5713.74458494,bad_joke_eel,6843.71376251,-2370.78679134,-4676.96770751,-2114.27583434,-1087.65336947
-17897.2472517,-11041.396275,-152.273555834,-1199.00699346,542.303736745,2429.68664684,-1839.26089728,3825.4646869,-2215.48109855,-408.853630117,1979.19226817,174.588859523,minor_mistake_marvin,-2464.58001066,-99.500155295,-6063.09603044,2227.73102452,-1965.20109113
16218.8529558,2521.81245337,-13585.7548859,8300.50538112,-6548.06264377,-16102.690188,1751.20492541,14339.3821473,3359.92120472,-1797.91145441,1004.34248097,-3975.66202087,paranoid_parrot,-3907.02526817,4613.32490176,-420.186342474,-198.157071183,-936.643545134
-14636.8390462,-1735.39343717,-5099.34434045,-4406.42159431,11061.3743721,4371.75831221,4653.42170359,6623.3208699,-2564.3429647,7768.47090093,836.359252489,-4786.62528662,college_liberal,5183.31783209,-487.861605017,3220.6616797,291.937589096,-662.371184844
-18224.9789579,-9305.84770658,-8857.86398465,17802.8184474,1996.72208321,-3201.07937243,6698.75475855,-9155.07167337,2711.160939,2698.17999529,-1831.53881836,1002.84915834,advice_god,-1732.44160378,-191.184066102,-126.527275781,147.376560252,-319.156405023
-2986.03445858,15596.9015588,3838.97720393,-7654.81972637,9467.72340543,-8846.39275372,1544.44614817,-1316.97737911,6942.80290406,3666.79782114,-5320.64319512,5460.4083545,bad_luck_brian,-959.698917386,2315.22110357,-4066.38329658,2531.30945946,299.674747043
756.701801003,11308.4883686,-5900.05795554,-3187.95280471,-3478.90642009,1729.49590076,-314.660887059,185.790459982,-2049.21001764,-2801.46892951,-2080.03494288,8412.26387133,good_guy_greg,7639.4625509,-1981.09774843,5493.41697805,-8825.97126559,-6759.03856093
-6002.11318026,10554.0707925,3283.26572964,-8415.10152419,8868.40070588,-6336.8039093,3079.31859838,1264.13435246,5383.92258908,1463.54436794,-5517.86107049,6221.50339925,bad_luck_brian,-1513.9714084,4785.0434945,-1472.43125639,976.488802319,-968.211301225
-10153.2605934,-4727.38862607,-1014.54173468,3064.19087813,-9094.42215548,-4492.92892869,-7268.03792988,-2304.19275298,-3976.91906447,-2569.65245893,8163.82228455,6572.62869854,religion_pigeon,15681.3298283,5126.19699955,-647.25829695,11116.6416773,3860.70252517
-3205.77445526,10122.6431441,-8038.19227035,147.724279934,-4917.65592665,16813.1057346,1230.04448694,1156.71279195,13196.2078796,-5034.22281393,3124.04664367,-1477.88820476,business_cat,1715.36861053,-238.770800775,-5029.19680439,-1824.89146219,4991.46793824
22955.9140152,7194.60815378,-4830.71828623,5766.87236047,3176.36670218,-394.646573873,-3184.41060385,1434.82118677,3056.6608924,6230.79839693,700.437867673,3225.66657481,unpopular_opinion_puffin,-871.214748823,5248.42669684,2982.38304569,-4241.73729362,2507.29580466
17146.7201035,-22769.1479467,10272.3358042,-10717.1977499,-7441.38853377,789.773344234,10442.2314731,196.906257023,1055.13062411,-6331.68591448,2226.89177133,1390.4646334,sudden_clarity_clarence,-1915.84278339,-2218.5892972,3438.17479179,2831.20840508,-1805.37272904
-10100.2310505,4110.06991856,23686.2576974,10079.7188103,5265.66642704,-6419.84514079,-976.887578029,7504.41364196,6066.38827325,176.186760132,-1290.49586973,-5.98198146325,socially_awkward_penguin,-2245.19699001,-482.392563787,-1825.33367553,2010.74923501,942.550650835
-19590.782272,-11842.4934737,-8516.17105841,17341.404688,2060.77245651,-3701.04395451,8108.83903221,-10666.3197534,1862.69228858,1507.3625121,-2266.18282778,1831.16163717,advice_god,-3831.83553026,-2320.39904866,1554.4401848,-258.919839148,160.472624732
18747.6835829,-19301.5918875,8342.02746465,-10392.7294586,-5732.57815836,-642.390741944,14621.301068,-429.341787381,1344.40596052,-3963.99959008,-35.2009664656,1822.59348493,sudden_clarity_clarence,3435.40541136,699.009005633,596.898887832,-1318.80452492,-2515.88370054
-8925.74555257,-3685.65050625,-1171.73598537,3092.60104161,-9755.08775402,-5520.33172218,-7293.25989676,-1787.05274098,-4466.40460588,-593.55354857,9077.54330362,8378.43954587,religion_pigeon,18117.1207808,5482.22323236,-640.012814564,11424.3287477,3709.80373411
-6409.71746648,-4199.78328896,-5040.99487492,-7898.06582287,-12092.1138571,-5300.71875927,7155.11455801,5611.0138679,-2559.94938446,-1361.90978981,2791.4514216,5380.94163405,paranoid_parrot,506.336202866,-7453.27047175,-2607.5060116,-938.77468085,2616.74639915
-17734.4723033,-10324.6263059,-477.164349227,-1318.26086105,526.326800259,2595.89825313,-1595.4030122,3971.08879436,-2086.23128783,-31.3961585345,1756.81255882,-641.591948984,minor_mistake_marvin,-1310.00304696,-519.210964286,-5075.25314805,2001.45012407,-2172.85240431
24385.4838327,-2257.41617571,-3938.81457262,3474.28482975,11186.086956,9521.52692777,-2666.56977467,5219.2688804,-7539.28785351,-6998.50471759,-830.648565003,12197.5973309,unpopular_opinion_puffin,-6489.25201011,-1317.14016169,4139.98484102,4296.95659824,314.9277779
-4613.18643264,5933.01470995,-5238.6210873,-1029.10869894,-7140.27475613,-9401.64239418,1114.03521162,3070.75703698,1160.97625046,2177.55930794,-1875.09036913,3479.78366627,paranoid_parrot,-2814.60178671,-1861.95866719,-3240.51299155,5260.51632148,1273.20215454
-9458.22990787,-7548.03178995,1543.85855217,-5422.64598218,-1771.31042678,1692.21463251,-1909.63408274,3300.88485373,-3236.19327652,380.228883555,1629.76146087,3398.54008322,minor_mistake_marvin,-3428.47783671,1551.58979026,-729.710124985,-357.491230432,-2947.36697382
-11483.3115895,197.196763223,-2673.86445413,-9589.49853488,9403.76662357,-8749.25134425,-6189.80611413,-6180.61074382,2274.59331785,-5914.36931221,10589.4847724,-2937.18287565,sheltered_college_freshman,-2303.73212419,-2166.56494485,2838.35877332,-2215.18234374,265.221775281
-3860.44235481,10680.1228947,-243.746302334,-2177.77409263,-2979.50054943,606.528191364,-3252.95315341,-1034.67634254,-408.728885953,-6943.71898787,-7374.26666418,-5886.28581539,confession_bear,-1163.2487562,-7209.3190744,655.848932073,7526.8626825,-3213.69830785
-18300.9491894,-12586.5485541,2809.3352342,-4519.30457583,-1379.10262992,1694.79449782,-2601.03147506,1040.578598,-5787.86127734,-6995.45167332,-8036.03980081,-178.04920747,first_day_on_the_internet_kid,-1587.12360902,6799.68885887,-1057.17936013,-5171.20317802,2238.35587387
33153.683132,-3959.74061603,-1727.6124417,3282.95575225,9347.81859395,11.9497981489,2331.65058616,-4858.68534345,-3802.23462344,-6183.66750369,-860.07730653,-3844.01359502,bad_joke_eel,9256.80605508,-976.60356307,-7874.46865082,-2944.78623473,-2265.82977961
35221.7236354,-2371.06431983,-3462.19453952,5142.25706519,9254.11523773,-279.887155146,-1567.16026221,-6796.58239881,-1504.46250256,-2622.04702343,-2952.92873295,-6613.90890454,bad_joke_eel,7463.67046096,1265.9353075,-3775.94095621,-1600.36470108,361.725493173
-17654.6044543,-9887.05917874,-1453.10923787,2258.28385748,-1463.17990997,2289.9052463,-3393.08230957,886.984562969,-949.709876674,-3628.97301778,-2199.15775759,-4049.71064436,minor_mistake_marvin,565.903633511,-432.846866105,-3564.20055794,4386.68892829,-4022.99624673
15183.7606396,-455.011621419,-13307.1125893,7394.21661608,-8170.56190538,-16566.5432032,1747.96350078,13871.8152767,3553.50765786,-3719.90215649,950.055731786,-3370.1925274,paranoid_parrot,-2415.57940765,1019.56734923,576.057883827,-1773.46311692,1420.1774968
-2763.6961922,11009.3267203,244.436873892,-1259.45491682,-3676.55165889,6557.93299652,3313.29437045,915.86363892,-7324.24761592,1691.54936081,3662.46897147,132.022199451,philosoraptor,-2500.1011105,-6421.71304541,431.811201187,-589.705711416,6992.76919613
7658.41228931,20507.7805162,2496.872483,1349.59673693,-7571.81605922,1113.7285968,3321.51795682,-7486.13530575,-8352.04548984,3962.91776105,4517.25668696,-4892.17123653,high_expectations_asian_father,-4265.99419463,7803.06631085,-642.414271185,-497.797612391,-1206.1930541
-15134.0928915,-6656.02593374,-1392.11625785,-1501.47537728,-982.468258433,-969.66541057,-2826.3468839,2250.6855857,-1414.56758914,1489.59856728,1032.70587559,-1201.91942877,overly_attached_girlfriend,2278.66625555,1552.20160641,4764.42147311,-1151.80751544,5501.78843555
14464.0448231,-1149.81592465,-12903.3635653,6739.7515292,-8387.13675998,-15581.8714834,1546.08246924,16252.4010879,1620.24413532,-2873.90043589,868.174835706,-1762.56770813,paranoid_parrot,-5085.81769827,2591.0259628,-932.326550432,-40.1265839835,-3171.90727037
-1332.72084167,12870.0066158,-813.248513972,-1345.34674457,-2988.68722506,5265.64768495,3416.64220379,-790.687268754,-4570.76577085,2576.27818407,1232.24224183,-1188.28518249,philosoraptor,-1211.95893817,-2510.39190987,1181.59097941,-1163.26466862,6106.35574906
-19293.5494992,-11711.462326,-8070.88598576,17444.8404224,2337.81268665,-3291.77491393,8116.055773,-8247.63298127,61.3865206107,358.432831805,-898.493246354,2914.82883644,advice_god,-1379.25772759,-2325.36589916,336.594644363,-392.050658572,-102.125337888
36394.7571055,-3856.87060983,-2782.30711477,4639.64601735,8752.003388,-334.916400951,1341.88268417,-5047.23653424,-1590.80070665,-3568.70785663,-1438.90596397,-4928.67064154,bad_joke_eel,8485.73091785,1236.74049675,-5067.00968773,-3958.43073293,-1480.2769115
15207.4467508,1217.94045094,-13350.9204805,6924.04292407,-7857.55009686,-16977.2939461,1971.42528633,14069.2393502,5266.65735066,-1392.87311919,634.296284427,-4229.42592316,paranoid_parrot,-2688.33478351,2307.71447281,-576.869601396,-599.034127206,973.209614674
-303.710945347,14995.9324076,1325.84773686,-4528.94786006,-4499.40517005,-485.787979147,-796.258785183,-2958.02273358,155.636262818,125.161725008,-9081.44195608,-2601.00134107,confession_bear,57.0810110851,-6426.53715209,613.756020414,5298.56768973,-1236.65527903
-18310.700903,-12957.5611613,3144.27239212,-4042.80573366,-1239.36870656,1674.42592539,-2888.34622748,1463.04474062,-5263.06274439,-6261.44240968,-5804.98949746,388.067223912,first_day_on_the_internet_kid,-1577.71987789,6998.19766589,-1754.58144629,-4156.25455686,834.026182466
-2419.75617389,13154.0457738,-5734.45936081,-2552.97469742,-3748.06998594,1320.39812188,-4976.00744125,-2831.28373826,3567.90059521,2090.16802029,-3931.7355986,3165.19018431,good_guy_greg,1466.69925559,232.984589793,6349.58102696,1930.12650288,-4098.39766042
5969.03654993,19834.2239525,4267.35936568,22.4882452377,-8066.595536,977.677469585,5111.51732761,-6801.81932481,-11322.8083545,3161.76493665,5486.12657197,-670.157579136,high_expectations_asian_father,-3499.167686,1995.23931183,-2531.19578103,129.672964862,730.803693269
17193.7013567,5175.94307871,-7546.51508155,2674.05438193,-4028.07108501,-1969.07353607,-8414.70214257,1068.31372539,4668.17028373,2564.03887673,-2954.07869249,-807.991893906,good_guy_greg,-1576.48194942,5013.26405337,3582.52732848,-1175.92590949,-7769.13944555
4651.22776316,18154.7708154,-1687.50540549,5323.58156344,-5674.35948837,1908.83770398,1833.73280061,-6535.82895825,-7427.98308639,4837.80352382,2560.94490291,-4013.66200274,high_expectations_asian_father,-3690.66479795,7856.03412973,-909.252042421,1061.22807459,-916.36945684
-1918.40997371,11322.2158909,-45.1003136366,-1193.75850279,-3042.21247864,5847.02110656,3952.37919606,374.785876931,-5085.15885511,396.094908501,4181.76014836,-2076.12230584,philosoraptor,-2495.88922306,-2399.33635061,1337.39523761,614.522407067,4340.45096047
-10568.4974549,-8635.28350686,-6.80557946063,-7573.64007375,-354.333586194,-1631.03847843,1369.75901976,1351.78458414,899.064682257,5764.23321789,207.496567461,510.598250421,overly_attached_girlfriend,-1068.24260329,4099.99693216,6143.33706996,2.53349078717,5620.76008651
2003.06306209,7848.89178472,-7442.57395877,4855.91220771,-7614.39429659,-9288.16166314,2387.89820557,5959.35893716,-314.670958333,-4289.50456944,4364.38740215,-152.446174079,paranoid_parrot,12.5916129292,234.874110927,-122.031289144,804.328548631,-743.994542513
-1075.8672346,11709.4420182,5012.3709113,-1818.62178796,-3730.55541342,-1186.57898452,1859.07809666,-4656.88338545,-6117.07230713,906.464067949,888.694121222,-454.943552606,high_expectations_asian_father,-7540.52927036,3724.1144172,-5949.45372604,6076.5794248,-3074.7124034
31135.8654569,-3392.07374775,-1810.37929246,4137.85619153,9554.63909123,1558.65663025,1367.0452846,-3259.24038876,-4747.32697202,-5023.50849978,-730.528151172,-3162.79851685,bad_joke_eel,6507.70940546,780.754833333,-7501.12991096,-1235.44541112,-4839.30074782
-2121.8764156,10636.8611516,134.238366053,-2079.99401988,-4094.66447102,5572.03869815,4148.0822211,892.751995972,-6488.92025724,399.647978374,3202.37421649,-740.860780945,philosoraptor,-1257.31204556,-5138.26748079,1260.47068398,-1975.22744908,6194.95749011
-9693.13414069,-4051.7872626,-671.032934329,3302.00270794,-8821.4534083,-4740.96963664,-7075.55013228,-1941.89333839,-3762.55400813,-2120.12206585,8229.21927721,7625.85795236,religion_pigeon,15685.483432,5569.98405956,-1578.75714787,11835.733992,3041.37588777
-1914.77007473,12499.3625711,-62.4276435336,-2612.30068464,-4013.54139775,1081.0747717,-760.026230999,-992.919908519,-898.236946282,-6111.01748979,-7497.62186187,-3872.59839968,confession_bear,1185.05086609,-6357.11410181,1454.31749127,4713.23563382,-3238.23053436
-14882.4245329,-6774.21575621,-4216.60478509,4314.91888058,-1828.98336291,3688.14771058,553.86258825,682.85983803,1157.46158964,435.848182791,-903.634861574,-1216.9364704,overly_attached_girlfriend,1794.02686097,2506.27706312,1043.85805782,1228.26450393,4268.18688799
-11267.44848,1370.99217134,-3365.98432466,-9634.34678826,9417.65182544,-9364.86663962,-7898.58425594,-8209.55905345,4304.29681027,-4571.36057042,10472.0188176,-5167.23797739,sheltered_college_freshman,-3490.86749787,-1097.12858216,3960.63411223,-2196.34216104,863.602610044
-17931.5567923,-12060.5141967,2714.10640329,-4275.9779704,-1376.00015877,1673.14699765,-3200.24266423,976.630604452,-4925.81528867,-6203.54417164,-8794.15471568,-10.5145517403,first_day_on_the_internet_kid,-584.906030933,7450.59829824,-1762.29808237,-5126.94061129,2289.9940841
-19465.0865501,-11251.7436496,-7535.59924631,15508.5926389,1241.76351828,-1701.62129361,7475.39377305,-7172.25043824,1787.54940643,2963.73722809,-733.197067584,3658.35568368,advice_god,-2658.34574482,-1942.22016474,-701.937857352,-330.150649207,-1806.17349232
-14852.6988551,-1610.67643006,-5167.00053166,-4248.84277916,10749.6993327,4931.29631615,4633.86542181,7167.40866505,-1649.89709581,10189.3167254,972.575302262,-4603.04318713,college_liberal,4499.90107053,1327.31284255,2682.4895771,1434.61826782,-3454.1560318
23903.4381563,-1593.75809623,1862.54455339,-369.189755183,2515.78166866,-3883.3720092,1579.9284313,-2339.29874967,-2916.56618148,4656.40332106,111.550988651,-1419.40812292,bad_joke_eel,3717.74560762,-737.728899562,-8360.66394943,-6068.09979136,2463.13619873
-2104.56971574,12006.7640308,-284.133118573,-1750.1125495,-3480.62520819,6101.14287981,3811.68125979,434.917476027,-6354.91456728,1428.78881074,1931.0360828,534.690849304,philosoraptor,-1709.44351031,-4581.49893444,1026.33374368,-1343.5165376,7433.70356506
620.1076381,11858.1897823,-5904.1375521,-3488.32076106,-3716.30513493,1454.64533591,-0.529908724998,-321.2365031,-1301.19110956,-2626.97622079,-2133.69665765,8399.79283034,good_guy_greg,7502.62687891,-1679.02208885,5769.63411744,-8653.71205968,-6412.49017272
-6992.26712994,811.296384861,-258.683649345,-3370.17064968,-1588.55415649,-4093.78305154,-6664.51384504,-4626.64349646,-4060.62886661,-7568.0210413,3178.55732569,-251.779962241,sheltered_college_freshman,274.731125082,-2270.41304288,1388.06601263,-5149.28894078,63.8576262078
-8.85910644571,11451.1664091,-9992.04182676,4215.79224518,-7736.0994058,-9932.79538975,3032.31972861,5686.03307702,-2291.88441973,-582.900465955,-1044.32395119,439.643371022,paranoid_parrot,1002.34494185,-2866.86792557,-1812.02865559,-1131.77613265,3731.98062148
17765.889842,4218.26693339,-6931.46294065,2208.50178513,-5140.79180819,-855.743465901,-7213.41410671,2797.38865241,227.442718988,261.359302446,-5334.52321885,40.9973120931,good_guy_greg,1174.1456804,2228.72504705,3136.39905288,-3204.69226781,-5712.3688394
20339.3109721,-17756.5256512,9978.17795352,-13280.1602538,-7427.74795151,940.220227804,16501.3344601,-1464.85787961,3452.91715806,-6219.74960546,2179.75523848,1478.07273828,sudden_clarity_clarence,507.303878074,-1605.0551275,7047.7668545,2252.27409476,-522.529238959
-2450.69943801,12409.447798,36.8305765083,-1925.21490208,-4450.62398554,1519.66635454,-2425.88674125,-1547.66381243,-1536.59682278,-5597.48520681,-7267.9266124,-5371.57617808,confession_bear,304.316666253,-8157.07540022,2443.43213593,6103.86847352,-1998.2389017
-19636.0439263,-12519.342079,-8265.97546793,17617.0913999,1339.70452564,-3117.05716943,8949.18511217,-10123.1937983,1762.16148632,1164.8176486,-1650.39316704,2903.45713595,advice_god,-2516.54477165,-2339.85859267,1324.29088464,76.7081377152,-694.192059024
-4880.19352273,9899.76290489,-894.522678215,-213.485919481,-1325.19712173,5011.2750445,1152.17181176,1990.24781597,-1963.16161579,853.257858574,2200.95321304,-1265.25411744,philosoraptor,-4799.11751247,-469.737175238,-57.0844656039,3735.53178394,-1573.31473014
-18539.4132653,-11962.5579219,-49.3546649003,-1299.70327201,400.055953619,3461.86653964,-1790.82113454,4574.95838474,-3496.05676306,-1342.09748847,1746.13956397,138.655428146,minor_mistake_marvin,-2585.77801764,-1097.50487871,-5401.48881625,2114.90813678,-1035.099048
-5152.77795326,6487.67123563,27098.5277691,12167.6867482,1169.14593089,307.080455472,-552.790201451,5510.1871689,2528.37427008,-3581.74953687,2107.76258965,-1864.88153084,socially_awkward_penguin,895.702482397,-1937.09334564,1896.95342657,-3018.14837213,-258.021876387
-2703.27997142,10735.4577072,164.446807848,-1539.84562168,-3964.30323858,6576.5923083,3643.99080977,1380.61632021,-7621.58222596,1120.09883462,3140.34354915,247.530206157,philosoraptor,-2176.39136062,-5957.04686329,1051.08963557,-1297.98266874,6506.72298353
-14363.1165663,-5079.31066808,-47.0464153655,-7653.25914741,4983.48227434,-4233.65455129,-1324.26022195,-79.3924755226,149.982955348,1342.15913079,4914.45245873,1852.30224762,sheltered_college_freshman,-393.561069484,-2894.99716704,-1951.87290607,-1027.03508214,979.891911613
-19202.4101513,-13893.5269089,1606.87034605,-2744.35010567,1475.14325648,1874.56746695,-4273.43114113,395.208405424,-1621.28708398,-3969.07334949,-3179.59217078,-4227.21390562,first_day_on_the_internet_kid,45.5122174166,6825.27931669,2706.17661409,-4208.18697639,4545.39520045
-14858.5134027,-1884.13458574,-4874.93676138,-4478.90297723,10791.3544548,4589.28082671,5340.86028951,7199.46987459,-2450.86148188,8652.60670613,1755.07013972,-4184.18662341,college_liberal,5063.68893683,306.354862234,2744.61878633,1171.12204022,-2593.68818492
-18584.4871136,-13325.8525516,3070.5784945,-4692.99222932,-1838.89695486,2462.96999509,-3763.70212819,1380.49437414,-5378.64116219,-5857.98654325,-7897.64945841,534.869925856,first_day_on_the_internet_kid,-1176.83337438,5950.74853611,-1526.67227984,-4449.36974611,2933.80203206
-18446.5463452,-13647.5657015,3144.48442016,-4776.44457307,-2160.83605011,2611.45775665,-2621.05751206,2113.77822029,-5749.14045952,-7246.76949382,-7322.5078266,1592.9008821,first_day_on_the_internet_kid,-1428.90487416,5922.70777752,-1770.81049462,-4629.51254273,1524.74115666
1016.5997507,14601.8037873,-7351.02567386,342.42034403,-6772.95088182,1489.3920358,-6000.96738116,-2949.21613688,2647.63388512,817.906605284,-4234.10645639,3054.27378842,good_guy_greg,3635.91126078,2371.91193931,8331.80582608,-3007.94039719,-8009.52787059
-11325.4076685,1498.6551053,-3406.93697159,-9641.25998846,9481.80214021,-9333.24709326,-7806.27329985,-8238.52342004,4387.08708842,-4475.68653279,10247.0743372,-5359.39104973,sheltered_college_freshman,-3745.04106898,-859.683925248,4342.57380484,-2049.89963921,624.574083799
